 ,number,MoraActual,Colocado actual,Sucursal,FechaPrimerCompra,FechaUltimaCompra,Recencia,ComprasUltimoMes,ComprasPromedio6meses,ColocadoPromedio6meses,RentabilidadPromedioVale,RentabilidadPromedioMes,UsoLinea,LimiteCredito,LimiteContractual,Estatus,Nivel,R,F,M,Código RFM,Accion requerida
18994,17874,0,31498,Magdalena de Kino,2025-06-25,2025-07-31,35,0,4,"$31,833",$496,"$1,986",0.78745,"$40,000","$100,000",Autorizado,Bronce,2,1,2,212,🚨Impedir Abandono
11034,10271,62,98562,Mazatlan,2023-11-28,2025-06-18,78,0,5,"$104,349",$209,"$1,047",0.8960181818,"$110,000","$400,000",Bloqueado (Automatico),Oro,1,1,3,113,🫨 Reactivación
18995,17875,0,28000,CD Madero,2025-06-28,2025-08-26,9,2,2,"$19,000",$486,$972,0.6453,"$40,000","$100,000",Autorizado,Inicial,4,1,4,414,🎟️​ Crecer frecuencia
18996,17876,0,17875,Morelia,2025-06-26,2025-08-09,26,1,2,"$17,500",$640,"$1,281",0.8,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
18997,17877,0,29765,Calera,2025-06-25,2025-08-19,16,2,3,"$25,144",$214,$714,0.6332,"$40,000","$100,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
18998,17878,0,18224.66,Culiacan II,2025-06-26,2025-08-12,23,1,1,"$11,927",$621,$829,0.41305,"$40,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
18999,17879,0,14746.5,Torreon,2025-06-25,2025-07-01,65,0,2,"$15,999",$160,$320,0.6498,"$20,000","$400,000",Bloqueado (Automatico),Inicial,1,1,2,112,🫨 Reactivación
19000,17880,0,9666,Eldorado,2025-06-25,2025-08-22,13,2,2,"$6,889",$349,$698,0.4833,"$20,000","$40,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
19001,17881,0,16430.5,Parral,2025-06-27,2025-09-02,2,1,2,"$13,015",$0,$1,0.96695,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
19002,17882,0,17208,Colima,2025-06-27,2025-07-24,42,0,3,"$14,361",$862,"$2,155",0.78955,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19003,17883,0,19550,Irapuato,2025-06-26,2025-08-20,15,2,2,"$17,583",$703,"$1,639",0.88875,"$20,000","$40,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19004,17884,0,11274.66,Cd Obregon,2025-06-26,2025-08-29,6,1,1,"$7,508",$97,$97,0.515,"$20,000","$400,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
19005,17885,0,19600,Hermosillo,2025-06-25,2025-09-03,1,1,2,"$19,867",$250,$499,1,"$20,000","$100,000",Autorizado,Inicial,5,1,3,513,🏆 Candidata a Incremento
19006,17886,0,35935,Fresnillo,2025-06-26,2025-08-20,15,2,3,"$30,163",$746,"$1,990",0.898375,"$40,000","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
10301,9587,62,95903,Torreon,2023-09-20,2025-06-17,79,0,8,"$101,755",$102,$813,0.8339391304,"$115,000","$400,000",Bloqueado (Automatico),Oro,1,1,3,113,🫨 Reactivación
19007,17887,0,18498,San Jose del Cabo,2025-06-26,2025-08-19,16,3,2,"$11,277",-$118,-$237,0.73315,"$20,000","$40,000",Autorizado,Inicial,3,2,3,323,🥶Enfriándose
19008,17888,0,17500,Calera,2025-06-30,2025-09-01,3,1,3,"$18,667",$18,$49,0.7166666667,"$30,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
19009,17889,0,23700,La Paz,2025-06-27,2025-07-31,35,0,3,"$27,850",$214,$642,0.79,"$30,000","$400,000",Autorizado,Bronce,2,1,2,212,🚨Impedir Abandono
19010,17890,0,18468,Guadalupe Victoria,2025-06-25,2025-08-30,5,3,3,"$18,164",$309,$823,0.9234,"$20,000","$100,000",Autorizado,Inicial,4,2,3,423,🎟️​ Crecer frecuencia
19011,17891,0,332,El Fuerte,2025-06-26,2025-06-26,70,0,1,$722,-$15,-$15,0.0083,"$40,000","$100,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
19012,17892,0,17499.35,Guadalupe Zac,2025-06-26,2025-08-01,34,1,2,"$14,383",$146,$244,0.76625,"$20,000","$400,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19013,17893,0,19750,Cardenas,2025-06-26,2025-08-04,31,1,2,"$22,000",$257,$599,0.49375,"$40,000","$100,000",Autorizado,Bronce,2,1,1,211,🚨Impedir Abandono
8873,8159,77,94419.34,Culiacan,2023-04-13,2025-05-24,103,0,8,"$102,062",$469,"$3,598",0.8210377391,"$115,000","$250,000",Bloqueado (Automatico),Oro,1,1,3,113,🧊 Hibernando
19014,17894,0,29616,Saltillo,2025-06-26,2025-08-15,20,1,2,"$29,755",$287,$669,0.8928666667,"$30,000","$400,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
19015,17895,0,19437.52,Monclova,2025-06-26,2025-09-03,1,1,2,"$18,535",$620,"$1,034",0.98125,"$20,000","$100,000",Autorizado,Inicial,5,1,3,513,🏆 Candidata a Incremento
19016,17896,0,17523.35,Jimenez,2025-06-26,2025-07-25,41,0,3,"$14,403",$308,$769,0.76805,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19017,17897,0,38406,Caborca,2025-07-01,2025-09-02,2,4,5,"$20,739",$543,"$2,442",0.9625,"$40,000","$100,000",Autorizado,Bronce,4,2,2,422,🏆 Candidata a Incremento
19018,17898,0,32242,Martinez de la Torre,2025-06-26,2025-08-14,21,4,3,"$18,847",$366,$976,0.80605,"$40,000","$100,000",Bloqueado,Inicial,3,2,4,324,🥶Enfriándose
12325,11498,108,93115.99,San Pedro de las Colonias,2024-03-27,2025-04-05,152,0,6,"$100,185",$354,"$2,126",0.7759665833,"$120,000","$400,000",Bloqueado (Automatico),Oro,1,1,3,113,🧊 Hibernando
14286,13371,47,92872.25,Mazatlan,2024-09-21,2025-06-19,77,0,7,"$100,697",$345,"$2,241",0.8442931818,"$110,000","$400,000",Bloqueado,Oro,1,1,3,113,🫨 Reactivación
19019,17899,0,20000,La Paz,2025-06-26,2025-08-30,5,2,3,"$17,833",-$164,-$409,0.8333,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19020,17900,0,13986,Puerto Vallarta,2025-06-26,2025-08-10,25,2,2,"$7,806",$404,$809,0.6253,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19021,17901,0,15853,San Pedro de las Colonias,2025-06-28,2025-08-21,14,1,2,"$16,873",$928,"$1,855",0.79265,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
19022,17902,0,19826.44,Coatzacoalcos,2025-06-26,2025-08-23,12,3,3,"$19,855",$293,$783,0.87765,"$20,000","$100,000",Autorizado,Inicial,4,2,3,423,🎟️​ Crecer frecuencia
19023,17903,0,11116,Calera,2025-06-27,2025-08-01,34,1,1,"$7,622",$307,$410,0.24705,"$40,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19024,17904,0,16250,Cd Constitucion,2025-06-27,2025-08-16,19,1,1,"$13,000",$324,$432,0.70625,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19025,17905,0,16534,Tampico,2025-06-28,2025-08-01,34,1,2,"$13,725",$783,"$1,304",0.8267,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19026,17906,0,21450,Mazatlan,2025-06-26,2025-07-21,45,0,3,"$21,200",$54,$161,0.4275,"$40,000","$100,000",Autorizado,Bronce,2,1,2,212,🚨Impedir Abandono
19027,17907,0,499,Zamora,2025-06-30,2025-06-30,66,0,1,$777,-$15,-$15,0.0083,"$40,000","$100,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
19028,17908,0,17477,Zamora,2025-06-28,2025-07-23,43,0,2,"$14,471","$1,020","$2,040",0.804,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19029,17909,0,17250,Comalcalco,2025-06-26,2025-08-19,16,2,2,"$18,350",$228,$531,0.8625,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19030,17910,0,17011,Vicente Guerrero,2025-06-26,2025-08-18,17,1,2,"$15,287",$133,$222,0.85055,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19031,17911,0,18323.37,Cadereyta,2025-06-26,2025-09-02,2,2,3,"$16,545",$23,$61,0.9883,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🏆 Candidata a Incremento
19032,17912,0,18029,Chihuahua,2025-06-27,2025-09-02,2,1,2,"$18,336",$534,"$1,246",0.904,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19033,17913,0,17994,Caborca,2025-06-26,2025-08-16,19,1,2,"$19,310",$728,"$1,700",0.8997,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19034,17914,0,19937,Fresnillo,2025-06-26,2025-08-20,15,2,2,"$13,479",$696,"$1,160",0.8812,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19035,17915,0,19396,Xalapa,2025-06-26,2025-09-02,2,2,4,"$19,239",-$34,-$148,0.79965,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19036,17916,0,22346.23,Morelia,2025-07-01,2025-08-26,9,1,4,"$15,310",$188,$659,0.4895,"$40,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19037,17917,0,2664,Zacatecas,2025-06-26,2025-06-26,70,0,1,"$3,332",$454,$454,0.0666,"$40,000","$100,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
19038,17918,0,9200,Acayucan,2025-06-26,2025-08-17,18,1,2,"$6,667",$223,$334,0.405,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19039,17919,0,14025,San Jose del Cabo,2025-06-28,2025-07-29,37,0,2,"$14,286",$529,$793,0.615,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19040,17920,0,16950,Silao,2025-06-27,2025-09-01,3,2,4,"$15,780",$232,$926,0.9225,"$20,000","$40,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
19041,17921,0,39350,Comalcalco,2025-06-26,2025-08-25,10,3,4,"$31,083",$201,$803,0.98375,"$40,000","$100,000",Autorizado,Bronce,4,1,2,412,🏆 Candidata a Incremento
19042,17922,0,6624,Gomez Palacio,2025-06-26,2025-07-14,52,0,2,"$5,777",$282,$423,0.1458,"$40,000","$100,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
8725,8011,123,83676.68,Coatzacoalcos,2023-03-29,2025-04-01,156,0,4,"$101,314",$252,$884,0.6641006349,"$126,000","$160,000",Bloqueado (Automatico),Oro,1,1,2,112,🧊 Hibernando
19043,17923,0,16582,Mazatlan,2025-06-30,2025-09-01,3,0,2,"$14,194",$556,"$1,111",0.89365,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
19044,17924,0,16748,CD Altamira,2025-06-26,2025-08-28,7,2,2,"$13,541",$155,$361,0.8374,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
19045,17925,0,15979,Camargo,2025-06-28,2025-08-06,29,1,2,"$10,943",$322,$752,0.7123,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
10599,9885,62,79491.79,Costa Rica,2023-10-20,2025-04-12,145,0,6,"$120,257",$361,"$2,349",0.4456784,"$175,000","$400,000",Bloqueado,Oro,1,1,2,112,🧊 Hibernando
19046,17926,0,25992,Veracruz,2025-06-27,2025-08-30,5,5,5,"$24,218",-$154,-$772,0.8664,"$30,000","$100,000",Autorizado,Bronce,4,2,2,422,🎟️​ Crecer frecuencia
8921,8207,31,77749.06,Celaya,2023-04-19,2025-06-04,92,0,8,"$106,027",$103,$874,0.5220846939,"$137,200","$400,000",Bloqueado (Automatico),Oro,1,1,2,112,🧊 Hibernando
19047,17927,0,14748,Cd Constitucion,2025-06-26,2025-06-30,66,0,4,"$17,374",$998,"$3,990",0.7374,"$20,000","$100,000",Autorizado,Inicial,1,1,2,112,🫨 Reactivación
19048,17928,0,25142.6,Guadalupe Zac,2025-06-27,2025-09-02,2,1,2,"$22,671",$285,$664,0.9893333333,"$30,000","$400,000",Autorizado,Bronce,4,1,2,412,🏆 Candidata a Incremento
19049,17929,0,39891,Calera,2025-06-27,2025-08-19,16,2,4,"$29,202",$799,"$3,462",0.9229,"$40,000","$100,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
19050,17930,0,16259,Monclova,2025-06-26,2025-09-02,2,2,2,"$15,786",$60,$141,0.98795,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
19051,17931,16,49607,Tepic,2025-06-26,2025-08-03,32,1,4,"$49,824",$91,$334,0.99214,"$50,000","$400,000",Bloqueado (Automatico),Bronce,2,1,3,213,🏆 Candidata a Incremento
19052,17932,0,19571,CD Mante,2025-06-26,2025-08-29,6,3,4,"$19,196",$262,"$1,050",0.97855,"$20,000","$100,000",Autorizado,Inicial,4,2,3,423,🏆 Candidata a Incremento
19053,17933,0,17250,Colima,2025-06-29,2025-09-01,3,2,2,"$17,333",$174,$406,0.9625,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
19054,17934,0,25800,Delicias,2025-06-26,2025-08-30,5,2,2,"$16,808",$793,"$1,585",0.608125,"$40,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19055,17935,0,10213,San Pedro de las Colonias,2025-06-27,2025-08-26,9,1,1,"$7,261",$456,$456,0.4892,"$20,000","$400,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
19056,17936,0,17250,Magdalena de Kino,2025-06-26,2025-09-02,2,2,2,"$18,283",$266,$620,0.9875,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
19057,17937,0,19532,CD Mante,2025-06-27,2025-08-22,13,2,2,"$15,094",$36,$85,0.81365,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19058,17938,0,8640,San Pedro de las Colonias,2025-06-30,2025-07-25,41,0,2,"$7,033",$13,$25,0.175775,"$40,000","$100,000",Autorizado,Inicial,2,1,1,211,🚨Impedir Abandono
19059,17939,0,15899,Francisco I Madero,2025-06-27,2025-07-14,52,0,2,"$17,941",$184,$368,0.6943,"$20,000","$400,000",Bloqueado (Automatico),Inicial,1,1,2,112,🫨 Reactivación
19060,17940,0,15852,Tuxpan,2025-06-27,2025-08-02,33,1,2,"$13,023",$441,$734,0.7926,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19061,17941,0,15912,Tecoman,2025-06-26,2025-09-01,3,2,2,"$13,080",$11,$26,0.9956,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
19062,17942,0,18291,Caborca,2025-06-30,2025-08-02,33,1,1,"$13,597",$913,"$1,217",0.8291,"$20,000","$100,000",Autorizado,Inicial,2,1,3,213,🚨Impedir Abandono
19063,17943,0,6700,Eldorado,2025-06-27,2025-08-18,17,1,1,"$2,867",$376,$376,0.305,"$20,000","$100,000",Autorizado,Inicial,3,1,1,311,🥶Enfriándose
19064,17944,0,19935,Los Mochis,2025-06-28,2025-08-21,14,1,2,"$16,207",$304,$609,0.99675,"$20,000","$400,000",Bloqueado (Automatico),Inicial,4,1,3,413,🏆 Candidata a Incremento
19065,17945,0,16949,Martinez de la Torre,2025-06-27,2025-09-01,3,1,2,"$16,044",$155,$310,0.99745,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
19066,17946,0,19854,Zacatecas,2025-06-27,2025-08-22,13,1,2,"$19,491",$902,"$2,255",0.9236,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19067,17947,0,332,Parras,2025-06-27,2025-06-27,69,0,1,$722,-$15,-$15,0.0083,"$40,000","$100,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
19068,17948,0,16066,Poza Rica,2025-06-27,2025-08-18,17,1,2,"$13,089",$126,$251,0.8033,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19070,17950,0,19444.79,Acayucan,2025-06-27,2025-08-17,18,2,2,"$19,615",$411,$958,0.8633,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19071,17951,0,14500,Comalcalco,2025-06-27,2025-08-06,29,1,1,"$11,833",$67,$89,0.725,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19072,17952,0,19915.47,Guadalupe Zac,2025-06-27,2025-08-18,17,2,2,"$16,105",$215,$430,0.85595,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19073,17953,0,16449.42,Manzanillo,2025-07-02,2025-08-02,33,1,2,"$10,825",$319,$637,0.6925,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19074,17954,0,39226,Calera,2025-06-28,2025-08-23,12,6,4,"$21,659",$346,"$1,500",0.874675,"$40,000","$100,000",Autorizado,Bronce,4,2,2,422,🎟️​ Crecer frecuencia
19075,17955,0,15874,CD Madero,2025-06-27,2025-09-01,3,1,2,"$17,361",$508,$847,0.9937,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
19077,17957,0,19975,La Paz,2025-06-27,2025-08-27,8,1,2,"$19,133",$475,$950,0.99875,"$20,000","$100,000",Bloqueado (Automatico),Inicial,4,1,3,413,🏆 Candidata a Incremento
19078,17958,0,15727,Patzcuaro,2025-06-28,2025-07-02,64,0,2,"$14,767",$838,"$1,676",0.7152,"$20,000","$100,000",Autorizado,Inicial,1,1,2,112,🫨 Reactivación
19079,17959,0,19124,Durango,2025-06-27,2025-08-19,16,2,3,"$14,777",$0,$1,0.7833,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19080,17960,0,19827.61,Torreon,2025-06-27,2025-08-16,19,2,2,"$19,360",$605,"$1,412",0.9913805,"$20,000","$100,000",Bloqueado (Automatico),Inicial,3,1,3,313,🏆 Candidata a Incremento
19081,17961,0,34370,Guadalupe Zac,2025-06-28,2025-08-15,20,2,4,"$25,198",$293,"$1,074",0.85925,"$40,000","$100,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
19082,17962,0,13499,CD Altamira,2025-06-27,2025-08-04,31,1,1,"$9,388",-$155,-$207,0.53955,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19083,17963,0,17214,Tepic,2025-06-27,2025-09-01,3,1,2,"$14,988",$795,"$1,855",0.9857,"$20,000","$40,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
19084,17964,0,332,Coatzacoalcos,2025-06-27,2025-06-27,69,0,1,$722,-$15,-$15,0.0166,"$20,000","$100,000",Bloqueado,Inicial,1,1,1,111,🫨 Reactivación
19085,17965,0,17044,Rosarito,2025-06-27,2025-09-01,3,0,3,"$15,219",$888,"$2,220",0.9096,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
19086,17966,0,14550,La Paz,2025-06-28,2025-08-02,33,2,2,"$8,350",$210,$315,0.63,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19087,17967,0,19800,Macuspana,2025-06-27,2025-08-25,10,1,2,"$14,200",$222,$371,0.89,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19088,17968,0,17774.84,Jimenez,2025-06-27,2025-08-01,34,1,3,"$18,661",$216,$539,0.7817,"$20,000","$400,000",Bloqueado,Inicial,2,1,2,212,🚨Impedir Abandono
19089,17969,0,18500,Cardenas,2025-06-28,2025-08-30,5,1,2,"$16,667",$284,$474,0.925,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19090,17970,0,15853,Colima,2025-07-04,2025-08-09,26,1,3,"$10,618",$662,"$1,986",0.72695,"$20,000","$40,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19091,17971,0,17416,CD Altamira,2025-06-27,2025-09-02,2,1,2,"$13,905",$323,$538,0.9958,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
19092,17972,0,14313,Macuspana,2025-06-28,2025-09-02,2,1,2,"$11,428",$364,$606,0.96565,"$20,000","$100,000",Autorizado,Inicial,4,1,2,412,🏆 Candidata a Incremento
19093,17973,0,15644,Cd Obregon,2025-06-27,2025-08-03,32,1,2,"$13,116",$420,$700,0.7822,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19094,17974,0,39659,Queretaro,2025-06-29,2025-08-25,10,3,5,"$30,996",-$191,-$889,0.783025,"$40,000","$100,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
19095,17975,0,25964,Linares,2025-06-28,2025-08-17,18,5,4,"$14,121",$165,$658,0.8654666667,"$30,000","$100,000",Autorizado,Inicial,3,3,3,333,🥶Enfriándose
19096,17976,0,16474,Irapuato,2025-06-28,2025-07-30,36,0,2,"$15,163",$717,"$1,433",0.7466,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19097,17977,0,9833,Teapa,2025-06-30,2025-08-11,24,1,2,"$7,861",$131,$219,0.49165,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19098,17978,0,19900,Monclova,2025-06-27,2025-08-28,7,3,2,"$9,633",$296,$592,0.94,"$20,000","$100,000",Autorizado,Inicial,4,2,3,423,🎟️​ Crecer frecuencia
19099,17979,0,15580.67,Monclova,2025-06-28,2025-08-05,30,1,2,"$15,374",-$78,-$156,0.60715,"$20,000","$100,000",Bloqueado,Inicial,3,1,2,312,🥶Enfriándose
19100,17980,0,19404,Jimenez,2025-06-27,2025-09-02,2,2,2,"$15,030",$524,"$1,222",0.97275,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🏆 Candidata a Incremento
19101,17981,0,49944.86,Fresnillo,2025-06-28,2025-09-01,3,4,4,"$32,982",$202,$742,0.9633,"$50,000","$400,000",Autorizado,Bronce,4,2,3,423,🏆 Candidata a Incremento
19102,17982,0,19175,CD Valles,2025-06-28,2025-08-15,20,1,2,"$16,092",$352,$587,0.8375,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19103,17983,0,17665,Saltillo,2025-06-29,2025-08-11,24,2,2,"$10,499",$114,$191,0.7532,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19104,17984,0,19641.39,Saltillo,2025-06-28,2025-08-20,15,1,1,"$13,880",$600,$799,0.8842,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19105,17985,0,17096.61,Guaymas,2025-06-28,2025-08-06,29,1,1,"$11,574",$164,$219,0.7375,"$20,000","$100,000",Autorizado,Inicial,3,1,2,312,🥶Enfriándose
19106,17986,0,16873.93,Villahermosa,2025-06-28,2025-08-02,33,1,2,"$18,319",$280,$701,0.7291,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
19107,17987,0,19650,Cabo San Lucas,2025-06-27,2025-08-18,17,2,2,"$18,650",$259,$605,0.8575,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19108,17988,0,15318.42,Cabo San Lucas,2025-06-29,2025-09-02,2,0,2,"$17,944",$396,$792,0.495,"$40,000","$100,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
19109,17989,0,19600,Patzcuaro,2025-06-27,2025-08-28,7,1,2,"$13,733",$276,$460,0.88,"$20,000","$100,000",Autorizado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19110,17990,0,832.9,Celaya,2025-07-24,2025-07-24,42,0,1,$611,-$15,-$15,0.01665,"$40,000","$100,000",Autorizado,Inicial,2,1,1,211,🚨Impedir Abandono
19111,17991,0,19630.61,Magdalena de Kino,2025-06-28,2025-08-19,16,1,2,"$14,262",$466,$931,0.8526,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19112,17992,0,8800,Navolato,2025-06-29,2025-07-23,43,0,2,"$9,933",$98,$147,0.38,"$20,000","$400,000",Autorizado,Inicial,2,1,1,211,🚨Impedir Abandono
19113,17993,0,19738,Colima,2025-06-29,2025-08-19,16,1,2,"$18,178",$581,"$1,357",0.88325,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19114,17994,0,15997,Guaymas,2025-06-29,2025-07-12,54,0,2,"$12,832","$1,081","$2,162",0.79985,"$20,000","$100,000",Autorizado,Inicial,1,1,2,112,🫨 Reactivación
19115,17995,0,5700,Teapa,2025-06-28,2025-09-03,1,1,1,"$3,100",$216,$216,0.735,"$20,000","$100,000",Autorizado,Inicial,5,1,1,511,🎟️​ Crecer frecuencia
19116,17996,0,18150.82,Camargo,2025-06-28,2025-08-09,26,1,2,"$12,747",$559,"$1,117",0.82465,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19117,17997,0,18900,El Fuerte,2025-06-28,2025-09-03,1,2,3,"$18,200",-$214,-$570,0.995,"$20,000","$100,000",Autorizado,Inicial,5,1,3,513,🏆 Candidata a Incremento
19118,17998,0,16699.65,Caborca,2025-06-28,2025-07-16,50,0,3,"$18,296",$775,"$1,937",0.76055,"$20,000","$100,000",Autorizado,Inicial,1,1,2,112,🫨 Reactivación
19119,17999,0,19784,Fresnillo,2025-06-28,2025-08-18,17,1,2,"$13,717",$274,$548,0.8743,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19120,18000,0,19625,Poza Rica,2025-06-28,2025-08-20,15,2,2,"$15,708",$508,$847,0.88,"$20,000","$100,000",Bloqueado,Inicial,4,1,3,413,🎟️​ Crecer frecuencia
19121,18001,0,15499.53,Zamora,2025-08-06,2025-09-03,1,3,3,"$5,167",$396,"$1,187",0.95,"$20,000","$100,000",Autorizado,Inicial,5,2,2,522,🎟️​ Crecer frecuencia
19122,18002,0,18388,Delicias,2025-06-28,2025-08-13,22,2,2,"$13,393",$664,"$1,107",0.8346,"$20,000","$100,000",Autorizado,Inicial,3,1,3,313,🥶Enfriándose
19123,18003,0,13583,San Jose del Cabo,2025-06-28,2025-09-02,2,3,2,"$6,403",$253,$505,0.97915,"$20,000","$100,000",Autorizado,Inicial,4,2,2,422,🏆 Candidata a Incremento
19124,18004,0,14979,Cardenas,2025-06-28,2025-08-02,33,1,1,"$12,117",$426,$568,0.74895,"$20,000","$100,000",Autorizado,Inicial,2,1,2,212,🚨Impedir Abandono
